2020-09-11,15:59:01
LOCATION	CASES	DEATHS	RECOVERED
Richland-South Carolina	12503	210	NA
Saluda-South Carolina	635	18	NA
Spartanburg-South Carolina	5625	174	NA
Sumter-South Carolina	2928	70	NA
Union-South Carolina	491	9	NA
Williamsburg-South Carolina	1255	39	NA
York-South Carolina	4596	57	NA
Aurora-South Dakota	42	0	NA
Beadle-South Dakota	656	9	NA
Bennett-South Dakota	37	1	NA
Bon Homme-South Dakota	60	1	NA
Brookings-South Dakota	556	1	NA
Brown-South Dakota	871	3	NA
Brule-South Dakota	77	0	NA
Buffalo-South Dakota	113	3	NA
Butte-South Dakota	62	1	NA
Campbell-South Dakota	4	0	NA
Charles Mix-South Dakota	128	0	NA
Clark-South Dakota	23	0	NA
Clay-South Dakota	483	4	NA
Codington-South Dakota	516	2	NA
Corson-South Dakota	71	1	NA
Custer-South Dakota	145	1	NA
Davison-South Dakota	165	2	NA
Day-South Dakota	45	0	NA
Deuel-South Dakota	61	0	NA
Dewey-South Dakota	101	0	NA
Douglas-South Dakota	37	0	NA
Edmunds-South Dakota	49	0	NA
Fall River-South Dakota	71	1	NA
Faulk-South Dakota	45	1	NA
Grant-South Dakota	55	0	NA
Gregory-South Dakota	46	1	NA
Haakon-South Dakota	8	0	NA
Hamlin-South Dakota	72	0	NA
Hand-South Dakota	16	0	NA
Hanson-South Dakota	24	0	NA
Harding-South Dakota	3	0	NA
Hughes-South Dakota	152	4	NA
Hutchinson-South Dakota	58	1	NA
Hyde-South Dakota	8	0	NA
Jackson-South Dakota	12	1	NA
Jerauld-South Dakota	47	1	NA
Jones-South Dakota	6	0	NA
Kingsbury-South Dakota	27	0	NA
Lake-South Dakota	140	6	NA
Lawrence-South Dakota	277	4	NA
Lincoln-South Dakota	1030	2	NA
Lyman-South Dakota	104	3	NA
McCook-South Dakota	66	1	NA
McPherson-South Dakota	16	0	NA
Marshall-South Dakota	22	0	NA
Meade-South Dakota	364	1	NA
Mellette-South Dakota	25	0	NA
Miner-South Dakota	17	0	NA
Minnehaha-South Dakota	5689	72	NA
Moody-South Dakota	58	0	NA
Pennington-South Dakota	1701	33	NA
Perkins-South Dakota	24	0	NA
Potter-South Dakota	26	0	NA
Roberts-South Dakota	109	1	NA
Sanborn-South Dakota	15	0	NA
Shannon-South Dakota	0	0	0
Spink-South Dakota	73	0	NA
Stanley-South Dakota	23	0	NA
Sully-South Dakota	8	0	NA
Todd-South Dakota	87	5	NA
Tripp-South Dakota	30	0	NA
Turner-South Dakota	99	0	NA
Union-South Dakota	298	5	NA
Walworth-South Dakota	62	0	NA
Yankton-South Dakota	263	3	NA
Ziebach-South Dakota	58	0	NA
Anderson-Tennessee	992	10	NA
Bedford-Tennessee	1196	14	NA
Benton-Tennessee	293	8	NA
Bledsoe-Tennessee	814	4	NA
Blount-Tennessee	2264	19	NA
Bradley-Tennessee	2648	16	NA
Campbell-Tennessee	381	3	NA
Cannon-Tennessee	237	0	NA
Carroll-Tennessee	713	13	NA
Carter-Tennessee	1032	24	NA
Cheatham-Tennessee	739	10	NA
Chester-Tennessee	479	8	NA
Claiborne-Tennessee	390	3	NA
Clay-Tennessee	132	3	NA
Cocke-Tennessee	697	7	NA
Coffee-Tennessee	875	8	NA
Crockett-Tennessee	453	17	NA
Cumberland-Tennessee	1017	10	NA
Davidson-Tennessee	27009	274	NA
Decatur-Tennessee	383	5	NA
De Kalb-Tennessee	518	8	NA
Dickson-Tennessee	1094	11	NA
Dyer-Tennessee	1082	10	NA
Fayette-Tennessee	1021	13	NA
Fentress-Tennessee	314	2	NA
Franklin-Tennessee	685	7	NA
Gibson-Tennessee	1277	19	NA
Giles-Tennessee	502	15	NA
Grainger-Tennessee	304	1	NA
Greene-Tennessee	962	23	NA
Grundy-Tennessee	164	4	NA
Hamblen-Tennessee	1735	22	NA
Hamilton-Tennessee	8672	83	NA
Hancock-Tennessee	103	2	NA
Hardeman-Tennessee	1427	24	NA
Hardin-Tennessee	845	13	NA
Hawkins-Tennessee	708	13	NA
Haywood-Tennessee	834	13	NA
Henderson-Tennessee	1013	16	NA
Henry-Tennessee	536	8	NA
Hickman-Tennessee	442	4	NA
Houston-Tennessee	126	0	NA
Humphreys-Tennessee	192	3	NA
Jackson-Tennessee	272	2	NA
Jefferson-Tennessee	956	13	NA
Johnson-Tennessee	523	2	NA
Knox-Tennessee	8291	66	NA
Lake-Tennessee	853	2	NA
Lauderdale-Tennessee	852	14	NA
Lawrence-Tennessee	831	11	NA
Lewis-Tennessee	152	1	NA
Lincoln-Tennessee	491	1	NA
Loudon-Tennessee	1003	4	NA
McMinn-Tennessee	914	24	NA
McNairy-Tennessee	668	14	NA
Macon-Tennessee	964	19	NA
Madison-Tennessee	2193	50	NA
Marion-Tennessee	413	7	NA
Marshall-Tennessee	609	4	NA
Maury-Tennessee	1965	18	NA
Meigs-Tennessee	191	3	NA
Monroe-Tennessee	903	17	NA
Montgomery-Tennessee	2703	35	NA
Moore-Tennessee	121	1	NA
Morgan-Tennessee	274	2	NA
Obion-Tennessee	956	8	NA
Overton-Tennessee	561	2	NA
Perry-Tennessee	123	0	NA
Pickett-Tennessee	87	1	NA
Polk-Tennessee	359	11	NA
Putnam-Tennessee	2596	34	NA
Rhea-Tennessee	703	7	NA
Roane-Tennessee	717	3	NA
Robertson-Tennessee	2041	31	NA
Rutherford-Tennessee	8387	82	NA
Scott-Tennessee	173	2	NA
Sequatchie-Tennessee	183	2	NA
Sevier-Tennessee	2374	13	NA
Shelby-Tennessee	28754	412	NA
Smith-Tennessee	599	9	NA
Stewart-Tennessee	115	2	NA
Sullivan-Tennessee	1914	29	NA
Sumner-Tennessee	4384	89	NA
Tipton-Tennessee	1590	15	NA
Trousdale-Tennessee	1633	7	NA
Unicoi-Tennessee	248	1	NA
Union-Tennessee	256	1	NA
Van Buren-Tennessee	119	0	NA
Warren-Tennessee	930	7	NA
Washington-Tennessee	1913	16	NA
Wayne-Tennessee	1467	4	NA
Weakley-Tennessee	997	14	NA
White-Tennessee	650	8	NA
Williamson-Tennessee	4685	34	NA
Wilson-Tennessee	3107	35	NA
Anderson-Texas	2776	20	NA
Andrews-Texas	394	8	NA
Angelina-Texas	2367	72	NA
Aransas-Texas	299	18	NA
Archer-Texas	64	1	NA
Armstrong-Texas	11	0	NA
Atascosa-Texas	596	29	NA
Austin-Texas	452	7	NA
Bailey-Texas	203	4	NA
Bandera-Texas	110	6	NA
Bastrop-Texas	1670	27	NA
Baylor-Texas	14	0	NA
Bee-Texas	1787	26	NA
Bell-Texas	5068	70	NA
Bexar-Texas	47968	1181	NA
Blanco-Texas	134	5	NA
Borden-Texas	0	0	0
Bosque-Texas	245	6	NA
Bowie-Texas	1132	71	NA
Brazoria-Texas	10074	150	NA
Brazos-Texas	6143	60	NA
Brewster-Texas	208	2	NA
Briscoe-Texas	12	1	NA
Brooks-Texas	280	20	NA
Brown-Texas	695	26	NA
Burleson-Texas	306	6	NA
Burnet-Texas	680	12	NA
Caldwell-Texas	1384	34	NA
Calhoun-Texas	615	7	NA
Callahan-Texas	74	3	NA
Cameron-Texas	21943	833	NA
Camp-Texas	328	9	NA
Carson-Texas	17	0	NA
Cass-Texas	273	13	NA
Castro-Texas	240	4	NA
Chambers-Texas	1215	14	NA
Cherokee-Texas	1458	22	NA
Childress-Texas	61	0	NA
Clay-Texas	72	1	NA
Cochran-Texas	45	1	NA
Coke-Texas	50	3	NA
Coleman-Texas	60	3	NA
Collin-Texas	11734	122	NA
Collingsworth-Texas	17	0	NA
Colorado-Texas	451	4	NA
Comal-Texas	3140	114	NA
Comanche-Texas	227	3	NA
Concho-Texas	60	2	NA
Cooke-Texas	350	5	NA
Coryell-Texas	1746	11	NA
Cottle-Texas	20	2	NA
Crane-Texas	71	2	NA
Crockett-Texas	164	6	NA
Crosby-Texas	82	1	NA
Culberson-Texas	38	2	NA
Dallam-Texas	213	8	NA
Dallas-Texas	77948	1025	NA
Dawson-Texas	245	8	NA
Deaf Smith-Texas	967	20	NA
Delta-Texas	21	0	NA
Denton-Texas	10916	139	NA
De Witt-Texas	893	27	NA
Dickens-Texas	46	2	NA
Dimmit-Texas	188	7	NA
Donley-Texas	57	1	NA
Duval-Texas	405	13	NA
Eastland-Texas	140	3	NA
Ector-Texas	4433	78	NA
Edwards-Texas	34	1	NA
Ellis-Texas	3971	61	NA
El Paso-Texas	21335	466	NA
Erath-Texas	741	10	NA
Falls-Texas	180	3	NA
Fannin-Texas	624	12	NA
Fayette-Texas	383	18	NA
Fisher-Texas	62	1	NA
Floyd-Texas	100	9	NA
Foard-Texas	3	0	NA
Fort Bend-Texas	15331	261	NA
Franklin-Texas	118	6	NA
Freestone-Texas	388	1	NA
Frio-Texas	645	8	NA
Gaines-Texas	268	8	NA
Galveston-Texas	11177	147	NA
Garza-Texas	102	4	NA
Gillespie-Texas	207	9	NA
Glasscock-Texas	6	0	NA
Goliad-Texas	126	6	NA
Gonzales-Texas	820	14	NA
Gray-Texas	251	5	NA
Grayson-Texas	1577	32	NA
Gregg-Texas	2001	54	NA
Grimes-Texas	1048	31	NA
Guadalupe-Texas	1935	75	NA
Hale-Texas	1704	51	NA
Hall-Texas	16	1	NA
Hamilton-Texas	105	4	NA
Hansford-Texas	108	4	NA
Hardeman-Texas	24	0	NA
Hardin-Texas	1273	25	NA
Harris-Texas	113504	2385	NA
Harrison-Texas	835	35	NA
Hartley-Texas	106	2	NA
Haskell-Texas	58	2	NA
Hays-Texas	5568	59	NA
Hemphill-Texas	71	0	NA
Henderson-Texas	879	19	NA
Hidalgo-Texas	29149	1355	NA
Hill-Texas	395	12	NA
Hockley-Texas	295	6	NA
Hood-Texas	826	25	NA
Hopkins-Texas	270	8	NA
Houston-Texas	349	9	NA
Howard-Texas	351	9	NA
Hudspeth-Texas	43	2	NA
Hunt-Texas	1498	32	NA
Hutchinson-Texas	155	3	NA
Irion-Texas	10	0	NA
Jack-Texas	127	1	NA
Jackson-Texas	514	15	NA
Jasper-Texas	411	21	NA
Jeff Davis-Texas	14	0	NA
Jefferson-Texas	6894	117	NA
Jim Hogg-Texas	96	2	NA
Jim Wells-Texas	1355	30	NA
Johnson-Texas	2634	48	NA
Jones-Texas	560	0	NA
Karnes-Texas	752	14	NA
Kaufman-Texas	2893	43	NA
Kendall-Texas	201	5	NA
Kenedy-Texas	7	1	NA
Kent-Texas	7	0	NA
Kerr-Texas	443	9	NA
Kimble-Texas	16	1	NA
King-Texas	0	0	0
Kinney-Texas	23	1	NA
Kleberg-Texas	951	34	NA
Knox-Texas	67	8	NA
Lamar-Texas	948	29	NA
Lamb-Texas	304	20	NA
Lampasas-Texas	197	7	NA
La Salle-Texas	361	10	NA
Lavaca-Texas	695	32	NA
Lee-Texas	208	14	NA
Leon-Texas	208	5	NA
Liberty-Texas	2067	46	NA
Limestone-Texas	502	8	NA
Lipscomb-Texas	26	0	NA
Live Oak-Texas	359	8	NA
Llano-Texas	106	1	NA
Loving-Texas	0	0	0
Lubbock-Texas	9402	107	NA
Lynn-Texas	87	5	NA
McCulloch-Texas	126	1	NA
McLennan-Texas	6991	91	NA
McMullen-Texas	19	0	NA
Madison-Texas	702	5	NA
Marion-Texas	147	13	NA
Martin-Texas	74	6	NA
Mason-Texas	76	1	NA
Matagorda-Texas	969	40	NA
Maverick-Texas	3458	102	NA
Medina-Texas	1138	38	NA
Menard-Texas	22	0	NA
Midland-Texas	3421	74	NA
Milam-Texas	460	5	NA
Mills-Texas	41	0	NA
Mitchell-Texas	80	1	NA
Montague-Texas	155	3	NA
Montgomery-Texas	9586	140	NA
Moore-Texas	1128	19	NA
Morris-Texas	165	3	NA
Motley-Texas	7	0	NA
Nacogdoches-Texas	1417	54	NA
Navarro-Texas	1460	30	NA
Newton-Texas	164	8	NA
Nolan-Texas	182	4	NA
Nueces-Texas	19509	383	NA
Ochiltree-Texas	114	4	NA
Oldham-Texas	15	1	NA
Orange-Texas	1801	38	NA
Palo Pinto-Texas	465	14	NA
Panola-Texas	336	24	NA
Parker-Texas	1720	28	NA
Parmer-Texas	400	7	NA
Pecos-Texas	351	4	NA
Polk-Texas	909	20	NA
Potter-Texas	4244	55	NA
Presidio-Texas	91	5	NA
Rains-Texas	60	3	NA
Randall-Texas	2395	35	NA
Reagan-Texas	86	6	NA
Real-Texas	105	6	NA
Red River-Texas	154	14	NA
Reeves-Texas	180	5	NA
Refugio-Texas	301	10	NA
Roberts-Texas	8	0	NA
Robertson-Texas	269	5	NA
Rockwall-Texas	1430	23	NA
Runnels-Texas	226	4	NA
Rusk-Texas	766	6	NA
Sabine-Texas	75	8	NA
San Augustine-Texas	221	13	NA
San Jacinto-Texas	208	8	NA
San Patricio-Texas	1372	63	NA
San Saba-Texas	41	0	NA
Schleicher-Texas	51	2	NA
Scurry-Texas	574	2	NA
Shackelford-Texas	23	0	NA
Shelby-Texas	450	21	NA
Sherman-Texas	57	0	NA
Smith-Texas	4051	81	NA
Somervell-Texas	131	5	NA
Starr-Texas	3529	145	NA
Stephens-Texas	127	4	NA
Sterling-Texas	4	0	NA
Stonewall-Texas	9	1	NA
Sutton-Texas	77	2	NA
Swisher-Texas	96	3	NA
Tarrant-Texas	43726	654	NA
Taylor-Texas	2687	41	NA
Terrell-Texas	3	0	NA
Terry-Texas	210	4	NA
Throckmorton-Texas	5	2	NA
Titus-Texas	1454	26	NA
Tom Green-Texas	3384	59	NA
Travis-Texas	27424	402	NA
Trinity-Texas	183	6	NA
Tyler-Texas	192	4	NA
Upshur-Texas	347	9	NA
Upton-Texas	21	2	NA
Uvalde-Texas	729	27	NA
Val Verde-Texas	2077	91	NA
Van Zandt-Texas	537	18	NA
Victoria-Texas	3931	84	NA
Walker-Texas	3406	51	NA
Waller-Texas	747	10	NA
Ward-Texas	113	1	NA
Washington-Texas	592	47	NA
Webb-Texas	12464	261	NA
Wharton-Texas	1258	47	NA
Wheeler-Texas	42	0	NA
Wichita-Texas	1465	18	NA
Wilbarger-Texas	120	2	NA
Willacy-Texas	1176	45	NA
Williamson-Texas	8318	134	NA
Wilson-Texas	560	26	NA
Winkler-Texas	104	1	NA
Wise-Texas	683	12	NA
Wood-Texas	449	17	NA
Yoakum-Texas	173	4	NA
Young-Texas	238	6	NA
Zapata-Texas	317	4	NA
Zavala-Texas	299	13	NA
Beaver-Utah	33	0	NA
Box Elder-Utah	466	5	NA
Cache-Utah	2260	6	NA
Carbon-Utah	89	0	NA
Daggett-Utah	1	0	NA
Davis-Utah	4235	27	NA
Duchesne-Utah	100	0	NA
Emery-Utah	24	0	NA
Garfield-Utah	46	2	NA
Grand-Utah	57	1	NA
Iron-Utah	685	2	NA
Juab-Utah	111	1	NA
Kane-Utah	72	1	NA
Millard-Utah	148	0	NA
Morgan-Utah	82	0	NA
Piute-Utah	6	0	NA
Rich-Utah	11	0	NA
Salt Lake-Utah	25486	241	NA
San Juan-Utah	673	29	NA
Sanpete-Utah	181	1	NA
Sevier-Utah	96	1	NA
Summit-Utah	898	1	NA
Tooele-Utah	750	0	NA
Uintah-Utah	106	0	NA
Utah-Utah	12392	52	NA
Wasatch-Utah	660	7	NA
Washington-Utah	2938	24	NA
Wayne-Utah	2	0	NA
Weber-Utah	3559	29	NA
Addison-Vermont	82	2	NA
Bennington-Vermont	107	1	NA
Caledonia-Vermont	33	0	NA
Chittenden-Vermont	808	39	NA
Essex-Vermont	6	0	NA
Franklin-Vermont	123	7	NA
Grand Isle-Vermont	13	0	NA
Lamoille-Vermont	47	1	NA
Orange-Vermont	22	0	NA
Orleans-Vermont	22	0	NA
Rutland-Vermont	126	1	NA
Washington-Vermont	66	2	NA
Windham-Vermont	123	3	NA
Windsor-Vermont	82	2	NA
Accomack-Virginia	1158	19	NA
Albemarle-Virginia	1122	19	NA
Alleghany-Virginia	75	4	NA
Amelia-Virginia	115	3	NA
Amherst-Virginia	333	1	NA
Appomattox-Virginia	190	1	NA
Arlington-Virginia	3700	144	NA
Augusta-Virginia	414	4	NA
Bath-Virginia	4	0	NA
Bedford-Virginia	650	9	NA
Bland-Virginia	64	1	NA
Botetourt-Virginia	272	10	NA
Brunswick-Virginia	326	2	NA
Buchanan-Virginia	107	2	NA
Buckingham-Virginia	665	8	NA
Campbell-Virginia	366	3	NA
Caroline-Virginia	290	5	NA
Carroll-Virginia	452	19	NA
Charles City-Virginia	76	5	NA
Charlotte-Virginia	95	0	NA
Chesterfield-Virginia	5450	85	NA
Clarke-Virginia	86	0	NA
Craig-Virginia	25	0	NA
Culpeper-Virginia	1150	14	NA
Cumberland-Virginia	102	0	NA
Dickenson-Virginia	76	1	NA
Dinwiddie-Virginia	330	8	NA
Essex-Virginia	159	2	NA
Fairfax-Virginia	19359	567	NA
Fauquier-Virginia	838	21	NA
Floyd-Virginia	172	3	NA
Fluvanna-Virginia	242	9	NA
Franklin-Virginia	263	1	NA
Frederick-Virginia	806	11	NA
Giles-Virginia	65	0	NA
Gloucester-Virginia	218	2	NA
Goochland-Virginia	241	7	NA
Grayson-Virginia	269	8	NA
Greene-Virginia	207	3	NA
Greensville-Virginia	732	11	NA
Halifax-Virginia	267	4	NA
Hanover-Virginia	1049	35	NA
Henrico-Virginia	4966	195	NA
Henry-Virginia	943	16	NA
Highland-Virginia	6	0	NA
Isle of Wight-Virginia	640	11	NA
James City-Virginia	784	18	NA
King and Queen-Virginia	63	1	NA
King George-Virginia	220	4	NA
King William-Virginia	132	2	NA
Lancaster-Virginia	93	0	NA
Lee-Virginia	244	4	NA
Loudoun-Virginia	6377	118	NA
Louisa-Virginia	267	3	NA
Lunenburg-Virginia	105	2	NA
Madison-Virginia	95	2	NA
Mathews-Virginia	23	0	NA
Mecklenburg-Virginia	626	33	NA
Middlesex-Virginia	66	1	NA
Montgomery-Virginia	1211	4	NA
Nelson-Virginia	91	0	NA
New Kent-Virginia	164	2	NA
Northampton-Virginia	304	29	NA
Northumberland-Virginia	111	5	NA
Nottoway-Virginia	219	15	NA
Orange-Virginia	281	4	NA
Page-Virginia	367	27	NA
Patrick-Virginia	249	13	NA
Pittsylvania-Virginia	891	6	NA
Powhatan-Virginia	199	5	NA
Prince Edward-Virginia	523	12	NA
Prince George-Virginia	676	2	NA
Prince William-Virginia	11525	191	NA
Pulaski-Virginia	159	3	NA
Rappahannock-Virginia	59	2	NA
Richmond-Virginia	335	4	NA
Roanoke-Virginia	687	5	NA
Rockbridge-Virginia	89	2	NA
Rockingham-Virginia	1213	20	NA
Russell-Virginia	207	4	NA
Scott-Virginia	172	4	NA
Shenandoah-Virginia	785	50	NA
Smyth-Virginia	366	6	NA
Southampton-Virginia	395	13	NA
Spotsylvania-Virginia	1973	39	NA
Stafford-Virginia	1831	13	NA
Surry-Virginia	95	3	NA
Sussex-Virginia	366	9	NA
Tazewell-Virginia	227	2	NA
Warren-Virginia	400	6	NA
Washington-Virginia	442	10	NA
Westmoreland-Virginia	236	3	NA
Wise-Virginia	373	5	NA
Wythe-Virginia	201	3	NA
York-Virginia	497	6	NA
Alexandria City-Virginia	3577	62	NA
Bedford City-Virginia	0	0	0
Bristol City-Virginia	153	2	NA
Buena Vista City-Virginia	77	1	NA
Charlottesville City-Virginia	867	24	NA
Chesapeake City-Virginia	4026	49	NA
Clifton Forge City-Virginia	0	0	0
Colonial Heights Cit-Virginia	237	23	NA
Covington City-Virginia	29	0	NA
Danville City-Virginia	716	17	NA
Emporia City-Virginia	242	19	NA
Fairfax City-Virginia	127	7	NA
Falls Church City-Virginia	67	7	NA
Franklin City-Virginia	360	7	NA
Fredericksburg City-Virginia	508	4	NA
Galax City-Virginia	403	28	NA
Hampton City-Virginia	1690	16	NA
Harrisonburg City-Virginia	2090	34	NA
Hopewell City-Virginia	362	5	NA
Lexington City-Virginia	46	1	NA
Lynchburg City-Virginia	1147	5	NA
Manassas City-Virginia	1850	24	NA
Manassas Park City-Virginia	592	8	NA
Martinsville City-Virginia	0	0	0
Newport News City-Virginia	2532	28	NA
Norfolk City-Virginia	4612	61	NA
Norton City-Virginia	32	0	NA
Petersburg City-Virginia	677	23	NA
Poquoson City-Virginia	73	1	NA
Portsmouth City-Virginia	2343	45	NA
Radford City-Virginia	632	0	NA
Richmond City-Virginia	4259	50	NA
Roanoke City-Virginia	1359	15	NA
Salem City-Virginia	243	4	NA
South Boston City-Virginia	0	0	0
Staunton City-Virginia	198	0	NA
Suffolk City-Virginia	1780	63	NA
Virginia Beach City-Virginia	6368	71	NA
Waynesboro City-Virginia	236	3	NA
Williamsburg City-Virginia	162	6	NA
Winchester City-Virginia	461	4	NA
Adams-Washington	729	9	NA
Asotin-Washington	60	2	NA
Benton-Washington	4450	130	NA
Chelan-Washington	1922	15	NA
Clallam-Washington	218	1	NA
Clark-Washington	2855	61	NA
Columbia-Washington	14	1	NA
Cowlitz-Washington	571	6	NA
Douglas-Washington	1235	9	NA
Ferry-Washington	29	0	NA
Franklin-Washington	4210	60	NA
Garfield-Washington	8	0	NA
Grant-Washington	2643	16	NA
Grays Harbor-Washington	321	6	NA
Island-Washington	277	15	NA
Jefferson-Washington	70	0	NA
King-Washington	20585	763	NA
Kitsap-Washington	1077	12	NA
Kittitas-Washington	453	21	NA
Klickitat-Washington	183	3	NA
Lewis-Washington	415	4	NA
Lincoln-Washington	35	1	NA
Mason-Washington	347	3	NA
Okanogan-Washington	1004	9	NA
Pacific-Washington	74	3	NA
Pend Oreille-Washington	56	0	NA
Pierce-Washington	7997	198	NA
San Juan-Washington	30	0	NA
Skagit-Washington	1055	24	NA
Skamania-Washington	60	1	NA
Snohomish-Washington	7363	216	NA
Spokane-Washington	5764	145	NA
Stevens-Washington	130	2	NA
Thurston-Washington	1079	16	NA
Wahkiakum-Washington	6	0	NA
Walla Walla-Washington	818	6	NA
Whatcom-Washington	1177	50	NA
Whitman-Washington	914	1	NA
Yakima-Washington	11901	263	NA
Barbour-West Virginia	35	1	NA
Berkeley-West Virginia	856	11	NA
Boone-West Virginia	170	0	NA
Braxton-West Virginia	9	0	NA
Brooke-West Virginia	104	1	NA
Cabell-West Virginia	620	8	NA
Calhoun-West Virginia	21	0	NA
Clay-West Virginia	30	2	NA
Doddridge-West Virginia	15	0	NA
Fayette-West Virginia	439	10	NA
Gilmer-West Virginia	19	0	NA
Grant-West Virginia	147	6	NA
Greenbrier-West Virginia	114	3	NA
Hampshire-West Virginia	93	1	NA
Hancock-West Virginia	136	0	NA
Hardy-West Virginia	75	0	NA
Harrison-West Virginia	312	3	NA
Jackson-West Virginia	224	21	NA
Jefferson-West Virginia	398	4	NA
Kanawha-West Virginia	1839	51	NA
Lewis-West Virginia	37	2	NA
Lincoln-West Virginia	130	2	NA
Logan-West Virginia	536	36	NA
McDowell-West Virginia	76	0	NA
Marion-West Virginia	235	2	NA
Marshall-West Virginia	139	1	NA
Mason-West Virginia	126	1	NA
Mercer-West Virginia	357	24	NA
Mineral-West Virginia	148	4	NA
Mingo-West Virginia	291	7	NA
Monongalia-West Virginia	1581	5	NA
Monroe-West Virginia	142	7	NA
Morgan-West Virginia	43	0	NA
Nicholas-West Virginia	62	3	NA
Ohio-West Virginia	313	6	NA
Pendleton-West Virginia	45	1	NA
Pleasants-West Virginia	15	2	NA
Pocahontas-West Virginia	55	0	NA
Preston-West Virginia	143	4	NA
Putnam-West Virginia	371	2	NA
Raleigh-West Virginia	403	5	NA
Randolph-West Virginia	229	2	NA
Ritchie-West Virginia	9	0	NA
Roane-West Virginia	38	1	NA
Summers-West Virginia	25	0	NA
Taylor-West Virginia	112	6	NA
Tucker-West Virginia	15	0	NA
Tyler-West Virginia	15	0	NA
Upshur-West Virginia	57	0	NA
Wayne-West Virginia	307	10	NA
Webster-West Virginia	7	0	NA
Wetzel-West Virginia	46	0	NA
Wirt-West Virginia	8	0	NA
Wood-West Virginia	329	5	NA
Wyoming-West Virginia	73	3	NA
Adams-Wisconsin	162	3	NA
Ashland-Wisconsin	44	1	NA
Barron-Wisconsin	414	4	NA
Bayfield-Wisconsin	74	1	NA
Brown-Wisconsin	6349	58	NA
Buffalo-Wisconsin	102	2	NA
Burnett-Wisconsin	62	2	NA
Calumet-Wisconsin	664	2	NA
Chippewa-Wisconsin	418	0	NA
Clark-Wisconsin	280	8	NA
Columbia-Wisconsin	453	2	NA
Crawford-Wisconsin	126	0	NA
Dane-Wisconsin	7386	41	NA
Dodge-Wisconsin	1370	7	NA
Door-Wisconsin	173	3	NA
Douglas-Wisconsin	301	0	NA
Dunn-Wisconsin	231	0	NA
Eau Claire-Wisconsin	1080	6	NA
Florence-Wisconsin	34	0	NA
Fond du Lac-Wisconsin	1384	12	NA
Forest-Wisconsin	121	4	NA
Grant-Wisconsin	565	19	NA
Green-Wisconsin	342	2	NA
Green Lake-Wisconsin	143	0	NA
Iowa-Wisconsin	154	0	NA
Iron-Wisconsin	139	1	NA
Jackson-Wisconsin	89	1	NA
Jefferson-Wisconsin	1094	7	NA
Juneau-Wisconsin	262	1	NA
Kenosha-Wisconsin	3447	64	NA
Kewaunee-Wisconsin	235	2	NA
La Crosse-Wisconsin	1496	2	NA
Lafayette-Wisconsin	193	0	NA
Langlade-Wisconsin	92	2	NA
Lincoln-Wisconsin	104	1	NA
Manitowoc-Wisconsin	668	2	NA
Marathon-Wisconsin	914	14	NA
Marinette-Wisconsin	665	7	NA
Marquette-Wisconsin	129	1	NA
Menominee-Wisconsin	30	0	NA
Milwaukee-Wisconsin	26670	509	NA
Monroe-Wisconsin	319	2	NA
Oconto-Wisconsin	538	4	NA
Oneida-Wisconsin	254	1	NA
Outagamie-Wisconsin	2650	24	NA
Ozaukee-Wisconsin	1126	19	NA
Pepin-Wisconsin	50	0	NA
Pierce-Wisconsin	395	6	NA
Polk-Wisconsin	194	2	NA
Portage-Wisconsin	849	3	NA
Price-Wisconsin	38	0	NA
Racine-Wisconsin	4648	92	NA
Richland-Wisconsin	74	4	NA
Rock-Wisconsin	2097	29	NA
Rusk-Wisconsin	35	1	NA
St Croix-Wisconsin	760	7	NA
Sauk-Wisconsin	748	3	NA
Sawyer-Wisconsin	169	1	NA
Shawano-Wisconsin	367	0	NA
Sheboygan-Wisconsin	1246	10	NA
Taylor-Wisconsin	130	3	NA
Trempealeau-Wisconsin	465	2	NA
Vernon-Wisconsin	127	0	NA
Vilas-Wisconsin	139	0	NA
Walworth-Wisconsin	2106	32	NA
Washburn-Wisconsin	80	0	NA
Washington-Wisconsin	1903	31	NA
Waukesha-Wisconsin	6511	81	NA
Waupaca-Wisconsin	888	19	NA
Waushara-Wisconsin	215	2	NA
Winnebago-Wisconsin	1882	22	NA
Wood-Wisconsin	570	3	NA
Albany-Wyoming	212	0	NA
Big Horn-Wyoming	51	1	NA
Campbell-Wyoming	214	1	NA
Carbon-Wyoming	193	2	NA
Converse-Wyoming	59	0	NA
Crook-Wyoming	17	0	NA
Fremont-Wyoming	616	14	NA
Goshen-Wyoming	69	1	NA
Hot Springs-Wyoming	32	0	NA
Johnson-Wyoming	29	1	NA
Laramie-Wyoming	603	4	NA
Lincoln-Wyoming	121	1	NA
Natrona-Wyoming	335	2	NA
Niobrara-Wyoming	3	0	NA
Park-Wyoming	183	1	NA
Platte-Wyoming	7	1	NA
Sheridan-Wyoming	191	1	NA
Sublette-Wyoming	51	1	NA
Sweetwater-Wyoming	319	2	NA
Teton-Wyoming	453	1	NA
Uinta-Wyoming	310	2	NA
Washakie-Wyoming	110	6	NA
Weston-Wyoming	21	0	NA
Unknown-American Samoa	0	0	0
Manua-American Samoa	0	0	0
Ofu-American Samoa	0	0	0
Olosega-American Samoa	0	0	0
Tutuila-American Samoa	0	0	0
Cocos Island-Northern Mariana Islands	0	0	0
Guam-Guam	0	0	0
Rota-Northern Mariana Islands	0	0	0
Saipan-Northern Mariana Islands	53	2	NA
